,Total Contributions,Max Give,Months Since Last Donation,Most Recent Give Amount,Number of Gives,Average Give Amount,strong envir support,very pro-gun control,dems in red seats,house races,gives in primaries,supports AZ campaigns,strong pp support,moderate dems,Networth,female,gender unsure,male,isWhite,isJewish,isAfam,isLatinx,isIrish,isAsian,Ethnicity unsure
417,20.24,250,20,5,23,82.69565217391305,0,1,1,1,0,0,0,0,14.699704040464404,0,0,1,1,0,0,0,0,0,0
418,21.0,100,20,15,18,12.0,0,0,1,0,0,0,1,0,12.785412626313326,0,0,1,0,0,1,0,0,0,0
419,22.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,13.039542480801948,1,0,0,0,0,0,0,1,0,0
420,24.0,3300,51,6,28,264.85714285714283,0,1,1,0,0,0,0,0,15.347548500947306,1,0,0,1,0,0,0,0,0,0
421,24.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,12.730786381456332,1,0,0,1,0,0,0,0,0,0
422,25.0,486,51,8,21,100.80952380952381,0,1,1,0,0,0,1,0,15.510328233696693,0,0,1,1,0,0,0,0,0,0
423,25.0,500,51,25,28,114.35714285714286,1,0,1,0,0,0,1,0,14.972831280792148,0,0,1,0,0,1,0,0,0,0
424,25.0,50,51,15,29,21.103448275862068,0,1,1,0,1,0,1,0,14.905778462223308,1,0,0,1,0,0,0,0,0,0
425,25.0,1800,51,300,17,209.64705882352942,0,0,1,0,1,0,0,0,14.69211281930372,1,0,0,0,0,1,0,0,0,0
426,25.0,2500,51,200,29,223.68965517241378,0,0,1,0,0,0,1,0,14.289130764503302,1,0,0,1,0,0,0,0,0,0
427,25.0,3750,51,3000,17,853.6470588235294,1,1,0,0,0,0,0,0,14.35166527465088,1,0,0,1,0,0,0,0,0,0
428,25.0,400,51,50,28,104.10714285714286,0,0,1,0,0,0,0,0,14.22751159362117,0,0,1,1,0,0,0,0,0,0
429,25.0,310,51,25,20,111.6,1,0,1,0,0,1,1,0,15.286720351114932,0,0,1,1,0,0,0,0,0,0
430,25.0,1650,51,150,25,260.2,1,0,1,0,0,0,1,0,15.03758601603804,1,0,0,1,0,0,0,0,0,0
431,25.0,725,51,50,27,85.37037037037037,1,0,1,0,0,0,1,0,14.01228302884875,1,0,0,1,0,0,0,0,0,0
432,25.0,250,51,43,24,52.75,0,0,0,0,0,0,1,0,14.23788850102284,0,0,1,1,0,0,0,0,0,0
433,25.0,650,51,20,12,151.66666666666666,0,0,0,0,1,1,0,0,14.468858658148857,0,0,1,1,0,0,0,0,0,0
434,25.0,250,51,100,11,100.0,0,1,1,0,0,0,1,0,13.774672938321947,0,0,1,1,0,0,0,0,0,0
435,25.0,1250,51,36,14,208.0,0,1,1,0,0,0,0,0,13.823791178795496,1,0,0,0,0,1,0,0,0,0
436,25.0,1000,51,100,26,212.57692307692307,1,0,1,0,0,0,1,0,15.231668286591486,0,0,1,1,0,0,0,0,0,0
437,25.0,100,51,25,7,53.57142857142857,0,1,1,0,0,1,1,0,13.980527415041633,0,0,1,1,0,0,0,0,0,0
438,25.0,400,51,15,9,151.66666666666666,0,1,1,0,0,0,1,0,14.09689509248426,0,0,1,1,0,0,0,0,0,0
439,25.0,80,51,17,16,31.375,1,1,1,0,0,0,1,0,14.099046798318238,1,0,0,1,0,0,0,0,0,0
440,25.0,2000,51,2000,29,338.9655172413793,1,0,0,0,0,0,0,0,14.538111195411311,0,0,1,1,0,0,0,0,0,0
441,25.0,100,51,18,10,36.9,0,0,1,0,0,1,0,0,13.703817813775588,0,0,1,1,0,0,0,0,0,0
442,25.0,500,51,3,10,136.8,0,0,1,0,0,0,1,0,13.55156714730149,1,0,0,1,0,0,0,0,0,0
443,25.0,2041,51,5,10,262.1,0,0,0,0,1,0,1,0,14.439967678328157,1,0,0,1,0,0,0,0,0,0
444,25.0,75,51,5,11,35.90909090909091,0,0,1,0,0,0,0,0,13.40819774389832,1,0,0,0,0,0,1,0,0,0
445,25.0,2000,51,101,13,270.46153846153845,1,0,1,0,1,1,0,0,13.78812702810134,1,0,0,1,0,0,0,0,0,0
446,25.0,250,51,250,8,100.0,0,0,1,0,0,0,0,0,13.87988531569335,1,0,0,1,0,0,0,0,0,0
447,25.0,100,51,50,17,42.23529411764706,0,0,1,0,0,0,1,0,13.241539220431825,0,0,1,1,0,0,0,0,0,0
448,25.0,2018,51,5,28,166.39285714285714,0,1,1,0,0,0,1,0,14.505080849075544,1,0,0,1,0,0,0,0,0,0
449,25.0,1000,51,1000,20,162.6,0,0,1,0,0,0,0,0,13.433545644481597,1,0,0,0,0,1,0,0,0,0
450,25.0,100,51,25,14,27.857142857142858,0,0,0,0,0,0,0,0,13.223178377843098,0,1,0,1,0,0,0,0,0,0
451,25.0,250,51,175,26,91.73076923076923,0,0,0,0,0,0,1,0,13.497304671129807,0,0,1,1,0,0,0,0,0,0
452,25.0,100,51,100,10,65.0,0,0,1,0,0,0,0,0,13.406121762251773,0,0,1,1,0,0,0,0,0,0
453,25.0,200,51,10,10,39.4,0,0,0,0,0,0,0,0,13.240206855678466,1,0,0,1,0,0,0,0,0,0
454,25.0,250,51,100,12,76.25,0,0,1,0,0,0,1,0,13.017216172327515,0,0,1,1,0,0,0,0,0,0
455,25.0,1500,51,100,14,262.5,0,1,0,0,0,0,1,0,13.466214040649483,1,0,0,1,0,0,0,0,0,0
456,25.0,70,51,40,20,34.45,0,1,0,0,0,0,1,0,12.866885149672287,1,0,0,1,0,0,0,0,0,0
457,25.0,500,51,5,12,119.25,0,0,1,0,0,1,0,0,13.221761553589927,1,0,0,1,0,0,0,0,0,0
458,25.0,44,51,25,8,24.875,0,1,1,0,0,1,0,0,13.334327875294877,0,0,1,1,0,0,0,0,0,0
459,25.0,30,51,30,10,20.5,0,1,0,0,0,0,0,0,13.222769640997017,0,0,1,1,0,0,0,0,0,0
460,25.0,35,51,30,19,18.894736842105264,0,1,0,0,0,0,0,0,12.995652103380248,1,0,0,1,0,0,0,0,0,0
461,25.0,100,51,3,12,23.916666666666668,0,0,0,0,0,0,0,0,13.428195241383257,1,0,0,1,0,0,0,0,0,0
462,25.0,100,51,50,13,28.46153846153846,0,0,1,0,0,0,1,0,13.248326200528899,0,1,0,0,0,1,0,0,0,0
463,25.0,50,51,25,10,29.0,0,1,0,0,1,0,1,0,12.882401690763897,0,0,1,1,0,0,0,0,0,0
464,25.0,61,51,61,7,31.571428571428573,0,0,1,0,0,0,0,0,13.04151117551207,1,0,0,1,0,0,0,0,0,0
465,25.0,250,51,25,16,79.6875,0,1,0,0,0,0,0,0,13.856945164799281,0,0,1,1,0,0,0,0,0,0
466,25.0,250,8,250,9,95.55555555555556,0,0,0,0,0,0,0,0,13.602898851559472,0,0,1,1,0,0,0,0,0,0
467,25.0,30,8,5,11,12.909090909090908,0,0,0,0,0,0,0,0,13.588202095435921,1,0,0,1,0,0,0,0,0,0
468,25.0,2018,8,5,24,125.25,0,0,0,0,1,0,1,0,14.792714999276775,1,0,0,1,0,0,0,0,0,0
469,25.0,50,8,1,9,20.11111111111111,0,0,0,0,0,0,0,0,13.59239575623679,1,0,0,1,0,0,0,0,0,0
470,25.0,2018,8,25,17,266.3529411764706,0,0,0,0,1,0,0,0,12.853120912255607,1,0,0,1,0,0,0,0,0,0
471,25.0,35,8,5,18,16.22222222222222,0,0,0,0,0,0,0,0,13.668417911515578,0,0,1,1,0,0,0,0,0,0
472,25.0,125,8,125,2,87.5,0,0,0,0,0,0,0,1,14.013061391715146,0,1,0,0,0,0,1,0,0,0
473,25.0,50,8,40,10,18.3,0,1,1,0,0,0,0,0,14.381583169959638,0,0,1,1,0,0,0,0,0,0
474,25.0,2500,8,12,9,34.666666666666664,0,0,0,0,0,0,0,0,13.505606052847385,0,1,0,1,0,0,0,0,0,0
475,25.0,50,8,25,2,37.5,0,0,0,0,0,0,0,0,12.919201358950371,0,0,1,1,0,0,0,0,0,0
476,25.0,375,8,375,5,190.0,0,0,1,0,0,0,0,0,16.034322661091917,0,0,1,1,0,0,0,0,0,0
477,25.0,25,8,10,3,18.333333333333332,0,0,0,0,0,0,0,0,13.35262394258659,1,0,0,1,0,0,0,0,0,0
478,25.0,100,8,20,4,41.25,0,0,0,0,0,0,0,0,13.035250904395578,1,0,0,1,0,0,0,0,0,0
479,25.0,100,18,5,6,42.166666666666664,0,0,0,0,0,0,0,0,13.459906469027034,0,0,1,1,0,0,0,0,0,0
480,25.0,60,4,5,10,24.1,0,0,0,0,0,0,0,0,12.790868731995895,1,0,0,1,0,0,0,0,0,0
481,25.0,501,72,101,3,217.33333333333334,0,0,0,0,0,0,0,0,13.610528582274867,1,0,0,1,0,0,0,0,0,0
482,25.0,50,8,31,8,26.25,0,1,0,0,1,0,0,0,12.8997072073006,1,0,0,1,0,0,0,0,0,0
483,25.0,25,8,15,6,14.166666666666666,0,0,0,0,0,0,0,0,13.07472025513074,1,0,0,0,1,0,0,0,0,0
484,25.0,100,19,50,8,50.625,0,0,0,0,0,1,0,0,14.761886943560619,0,0,1,1,0,0,0,0,0,0
485,25.0,150,17,150,7,55.714285714285715,0,0,0,0,0,0,0,0,13.697719772277859,0,0,1,1,0,0,0,0,0,0
486,25.0,50,3,50,8,35.0,1,0,0,0,0,0,0,0,13.138937268525362,1,0,0,1,0,0,0,0,0,0
487,25.0,34,3,34,3,26.0,0,0,0,0,0,0,0,0,13.198953979566042,1,0,0,0,0,1,0,0,0,0
488,25.0,300,3,5,10,13.7,0,0,0,0,0,0,0,0,12.560254985511175,1,0,0,1,0,0,0,0,0,0
489,25.0,50,8,50,3,33.333333333333336,0,0,0,0,0,0,0,0,12.936872002039541,0,0,1,1,0,0,0,0,0,0
490,25.0,25,18,13,4,22.0,0,0,0,0,0,0,0,0,13.168691465531406,1,0,0,0,0,0,0,1,0,0
491,25.0,50,41,50,2,35.0,0,0,0,0,0,0,0,0,12.987107069396837,0,0,1,1,0,0,0,0,0,0
492,25.0,28,41,5,4,12.0,0,0,0,0,0,0,0,0,12.879496595641927,0,0,1,1,0,0,0,0,0,0
493,25.0,20,8,20,4,15.0,0,0,0,0,0,0,0,0,13.662714793158294,0,0,1,1,0,0,0,0,0,0
494,25.0,25,14,25,4,14.25,0,0,0,0,0,0,0,0,13.683476329743886,1,0,0,1,0,0,0,0,0,0
495,25.0,25,66,25,2,25.0,0,0,0,0,0,0,0,0,12.824862592104017,1,0,0,0,1,0,0,0,0,0
496,25.0,25,17,25,2,25.0,0,0,0,0,0,0,0,0,14.14162649562413,0,0,1,1,0,0,0,0,0,0
497,25.0,50,58,50,1,50.0,0,0,0,0,0,0,0,0,12.529278702800909,1,0,0,1,0,0,0,0,0,0
498,25.0,25,58,15,8,8.875,0,0,0,0,0,0,0,0,13.466514626226475,1,0,0,1,0,0,0,0,0,0
499,25.0,35,20,35,4,18.75,0,0,0,0,0,0,0,0,13.054217290151533,1,0,0,1,0,0,0,0,0,0
500,25.0,20,8,20,5,5.458000040054321,0,0,0,0,0,0,0,0,12.622873263302084,0,0,1,1,0,0,0,0,0,0
501,25.0,25,87,25,1,25.0,0,0,0,0,0,0,0,0,13.004210273281057,0,0,1,1,0,0,0,0,0,0
502,25.0,25,31,25,1,25.0,0,0,0,0,0,0,0,0,13.476265681126176,1,0,0,1,0,0,0,0,0,0
503,25.0,25,55,25,1,25.0,0,0,0,0,0,0,0,0,12.267412305763346,0,1,0,1,0,0,0,0,0,0
504,25.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,13.041246593116966,1,0,0,0,1,0,0,0,0,0
505,25.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,11.546563315213076,0,0,1,1,0,0,0,0,0,0
506,25.0,10,25,10,1,10.0,0,0,0,0,0,0,0,0,12.880500711581893,0,0,1,1,0,0,0,0,0,0
507,25.0,5,51,5,10,2.330999994277954,0,0,0,1,0,0,0,0,13.22878792677745,1,0,0,1,0,0,0,0,0,0
508,25.0,5,21,5,1,5.0,0,0,0,0,0,0,0,0,11.502814521219499,1,0,0,1,0,0,0,0,0,0
509,25.0,5,11,5,1,5.0,0,0,0,0,0,0,0,0,11.36801529317442,0,1,0,0,0,0,1,0,0,0
510,25.0,5,34,5,1,5.0,0,0,0,0,0,0,0,0,11.664847949928335,1,0,0,0,0,0,1,0,0,0
511,25.0,5,14,5,1,5.0,0,0,0,0,0,0,0,0,11.419361759191913,1,0,0,1,0,0,0,0,0,0
512,25.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.496989153831874,1,0,0,1,0,0,0,0,0,0
513,25.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.488612280387946,0,0,1,1,0,0,0,0,0,0
514,25.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.493232831624493,1,0,0,1,0,0,0,0,0,0
515,25.0,5,99,5,1,5.0,0,0,0,0,0,0,0,0,12.99211117378639,0,1,0,1,0,0,0,0,0,0
516,25.0,5,44,5,1,5.0,0,0,0,0,0,0,0,0,13.420091815701731,1,0,0,1,0,0,0,0,0,0
517,25.0,5,75,5,1,5.0,0,0,0,0,0,0,0,0,12.772661209916112,1,0,0,1,0,0,0,0,0,0
518,25.0,5,24,5,1,5.0,0,0,0,0,0,0,0,0,11.541474048374644,0,0,1,1,0,0,0,0,0,0
519,25.0,5,11,5,1,5.0,0,0,0,0,0,0,0,0,11.36610617801877,1,0,0,1,0,0,0,0,0,0
520,25.0,5,34,5,1,5.0,0,0,0,0,0,0,0,0,11.662732438836994,0,0,1,1,0,0,0,0,0,0
521,30.0,50,34,40,20,27.4,0,1,1,0,0,0,1,0,14.705105712653074,0,0,1,0,0,0,0,0,1,0
522,30.0,250,34,250,23,69.65217391304348,0,0,1,0,0,0,1,0,14.020103913362597,0,0,1,1,0,0,0,0,0,0
523,30.0,100,34,35,3,56.666666666666664,0,0,0,0,0,0,0,0,13.498212908325948,1,0,0,1,0,0,0,0,0,0
524,30.0,50,34,10,7,21.428571428571427,0,0,1,0,0,0,0,0,13.836351861335922,0,0,1,0,0,1,1,0,0,0
525,30.0,50,34,20,15,25.666666666666668,0,0,1,0,0,0,1,0,14.083924180421773,0,0,1,0,0,1,0,0,0,0
526,30.0,95,34,95,4,52.5,0,0,0,0,0,0,0,0,13.650877630841377,1,0,0,1,0,0,0,0,0,0
527,30.0,100,34,5,14,11.571428571428571,0,0,0,0,0,0,1,0,13.14336528527599,1,0,0,0,0,1,0,0,0,0
528,30.0,50,34,20,4,28.75,0,0,0,0,0,0,0,0,14.028583571200716,0,0,1,1,0,0,0,0,0,0
529,30.0,260,128,260,2,142.5,0,0,0,0,0,0,0,0,13.364251741824551,1,0,0,1,0,0,0,0,0,0
530,30.0,25,19,10,6,20.0,0,0,0,0,0,0,0,0,13.940324816535789,1,0,0,1,0,0,0,0,0,0
531,30.0,50,25,15,2,32.5,0,1,0,0,0,0,0,0,12.633820961878795,1,0,0,0,1,0,0,0,0,0
532,30.0,5,22,5,1,5.0,0,0,0,0,0,0,0,0,11.524972605880896,0,1,0,1,0,0,0,0,0,0
533,33.0,175,22,112,27,62.111111111111114,1,0,1,0,0,0,1,0,13.823383484982777,1,0,0,0,1,0,0,0,0,0
534,33.0,30,22,30,20,18.2,0,0,1,0,0,0,1,0,13.233797411850535,0,0,1,1,0,0,0,0,0,0
535,35.0,100,22,100,11,46.81818181818182,0,1,1,0,0,1,1,0,14.703614549888773,0,0,1,1,0,0,0,0,0,0
536,35.0,100,22,50,19,37.89473684210526,0,0,0,0,0,0,0,0,13.274862980668809,1,0,0,1,0,0,0,0,0,0
537,35.0,50,22,5,14,27.285714285714285,0,1,0,0,0,0,0,0,13.799159606774287,1,0,0,0,1,0,0,0,0,0
538,35.0,20,22,5,16,7.75,0,0,0,0,0,0,0,1,13.152549167513913,1,0,0,1,0,0,0,0,0,0
539,35.0,25,22,5,11,13.0,0,0,0,0,0,0,0,0,12.776057347139224,1,0,0,1,0,0,0,0,0,0
540,35.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,13.380151031301711,1,0,0,1,0,0,0,0,0,0
541,40.0,50,22,25,15,24.333333333333332,0,0,0,0,1,0,1,1,13.127088197840044,1,0,0,1,0,0,0,0,0,0
542,43.0,27,22,5,19,15.631578947368421,0,0,0,0,0,0,0,0,12.923941706544865,0,0,1,0,0,1,0,0,0,0
543,45.0,500,22,40,26,86.03846153846153,0,1,1,0,0,0,1,1,14.485623986763093,0,0,1,1,0,0,0,0,0,0
544,48.0,100,3,100,4,30.0,0,0,0,0,0,0,0,0,14.501886364429458,1,0,0,1,0,0,0,0,0,0
545,200.0,400,3,400,4,193.75,0,0,1,0,0,1,0,0,13.988530656674918,1,0,0,1,0,0,0,0,0,0
546,200.0,500,3,250,6,242.5,0,0,0,0,0,0,0,1,15.074053078341466,0,0,1,1,0,0,0,0,0,0
547,200.0,250,24,125,6,200.0,0,0,0,0,0,0,0,0,13.174864741781391,0,0,1,1,0,0,0,0,0,0
548,50.0,2780,24,25,22,270.22727272727275,0,1,1,0,0,0,1,0,15.579003945693826,0,0,1,1,0,0,0,0,0,0
549,50.0,500,24,5,16,123.875,0,0,1,0,0,0,0,0,14.178432747166445,1,0,0,1,0,0,0,0,0,0
550,50.0,1000,24,175,21,194.52380952380952,1,1,1,0,0,0,1,0,14.356818634944789,0,0,1,1,0,0,0,0,0,0
551,50.0,250,24,50,28,90.03571428571429,1,1,1,0,0,0,1,0,14.899897815586423,0,1,0,0,0,1,0,0,0,0
552,50.0,1000,24,100,15,270.3333333333333,0,0,1,0,0,0,1,0,14.268641388770634,0,0,1,1,0,0,0,0,0,0
553,50.0,200,24,10,18,68.33333333333333,1,1,1,0,0,0,1,0,13.831897554708611,1,0,0,1,0,0,0,0,0,0
554,50.0,25,24,25,11,13.636363636363637,0,0,0,0,0,0,1,0,13.822739367052193,1,0,0,1,0,0,0,0,0,0
555,50.0,100,24,5,11,64.0909090909091,0,0,1,0,0,0,0,0,14.174503712774596,1,0,0,1,0,0,0,0,0,0
556,50.0,100,24,100,8,62.5,0,0,1,0,0,0,0,0,13.119092032385268,0,0,1,1,0,0,0,0,0,0
557,50.0,250,24,50,6,100.0,0,0,1,0,0,1,1,0,13.812690585577027,1,0,0,1,0,0,0,0,0,0
558,50.0,500,24,15,13,125.76923076923077,0,0,1,0,0,0,0,0,13.539431575219528,0,0,1,1,0,0,0,0,0,0
559,50.0,100,24,15,6,50.833333333333336,0,0,0,0,0,0,0,0,13.903362997828012,0,0,1,0,0,0,1,0,0,0
560,50.0,125,24,5,27,42.51851851851852,0,0,0,0,1,0,0,0,13.447007363842266,1,0,0,1,0,0,0,0,0,0
561,50.0,500,24,300,14,119.28571428571429,1,0,0,0,0,0,0,0,13.021167510877277,1,0,0,1,0,0,0,0,0,0
562,50.0,100,24,35,11,52.0,1,0,1,0,0,0,0,0,13.053878948067329,1,0,0,0,0,0,0,1,0,0
563,50.0,300,24,5,5,122.0,0,0,1,0,0,0,0,0,13.123946124199538,1,0,0,1,0,0,0,0,0,0
564,50.0,100,24,99,13,47.30769230769231,0,1,1,0,0,1,0,0,13.168767840908785,0,0,1,1,0,0,0,0,0,0
565,50.0,300,24,300,6,113.33333333333333,0,0,0,0,0,0,0,0,13.502404005172243,1,0,0,0,0,1,0,0,0,0
566,50.0,50,43,50,10,47.5,0,0,0,0,0,0,0,0,13.919680465129016,0,0,1,1,0,0,0,0,0,0
567,50.0,60,43,60,8,24.25,0,0,0,0,0,0,1,0,13.425264057156667,1,0,0,1,0,0,0,0,0,0
568,50.0,50,22,20,5,32.0,0,0,0,0,0,0,1,0,13.129793704029176,1,0,0,1,0,0,0,0,0,0
569,50.0,50,42,13,4,34.5,0,0,0,0,0,0,0,0,13.437286519686095,1,0,0,1,0,0,0,0,0,0
570,50.0,5000,15,5000,8,22.5,0,0,0,0,0,0,0,0,13.801206744442267,0,0,1,0,0,1,0,0,0,0
571,50.0,50,34,5,2,27.5,0,0,0,0,0,0,0,0,13.253219695204544,1,0,0,1,0,0,0,0,0,0
572,50.0,25,43,25,4,13.875,0,0,0,0,0,0,0,0,14.385298999986304,0,0,1,1,0,0,0,0,0,0
573,50.0,50,17,50,1,50.0,0,0,0,0,0,0,0,0,13.14406420198359,0,0,1,0,1,0,0,0,0,0
574,50.0,25,20,25,2,25.0,0,0,0,0,0,0,0,0,13.47618706035902,1,0,0,1,0,0,0,0,0,0
575,50.0,50,63,50,1,50.0,0,0,0,0,0,0,0,0,11.973869429102281,1,0,0,1,0,0,0,0,0,0
576,50.0,40,69,40,1,40.0,0,0,0,0,0,0,0,0,13.118941529555029,0,0,1,1,0,0,0,0,0,0
577,50.0,20,22,17,2,18.5,0,0,0,0,0,0,0,0,13.726472765544695,1,0,0,0,1,0,0,0,0,0
578,50.0,20,61,20,1,20.0,0,0,0,0,0,0,0,0,13.832854282281899,0,0,1,0,0,0,0,0,1,0
579,50.0,13,14,13,1,13.0,0,0,0,0,0,0,0,0,13.428969750359748,0,0,1,1,0,0,0,0,0,0
580,50.0,12,8,12,1,12.5,0,0,0,0,0,0,0,0,13.939839235201529,1,0,0,1,0,0,0,0,0,0
581,50.0,9,90,9,1,9.0,0,0,0,0,0,0,0,0,13.070236051098304,1,0,0,1,0,0,0,0,0,0
582,50.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.489871758639005,0,1,0,1,0,0,0,0,0,0
583,50.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.489452108784587,0,1,0,1,0,0,0,0,0,0
584,50.0,5,9,5,1,5.0,0,0,0,0,0,0,0,0,11.339119546984477,0,1,0,1,0,0,0,0,0,0
585,50.0,5,33,5,1,5.0,0,0,0,0,0,0,0,0,11.644173001579901,0,0,1,1,0,0,0,0,0,0
586,50.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.492814590170669,1,0,0,1,0,0,0,0,0,0
587,54.0,10,52,10,5,10.0,0,0,0,0,0,0,0,0,13.878935959814372,0,0,1,1,0,0,0,0,0,0
588,60.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,12.814679937908933,0,0,1,1,0,0,0,0,0,0
589,60.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.496155634094254,0,1,0,1,0,0,0,0,0,0
590,65.0,5,23,5,1,5.0,0,0,0,0,0,0,0,0,11.533864700983884,1,0,0,1,0,0,0,0,0,0
591,70.0,100,23,25,17,54.529411764705884,0,0,1,0,0,0,0,0,13.917382796652095,1,0,0,1,0,0,0,0,0,0
592,75.0,200,23,50,26,68.73076923076923,0,0,1,0,0,0,0,0,14.306076329922886,0,0,1,1,0,0,0,0,0,0
593,75.0,50,23,50,3,32.666666666666664,0,0,0,0,0,0,0,0,13.266681879398076,1,0,0,1,0,0,0,0,0,0
594,75.0,25,3,25,3,25.0,0,0,0,0,0,0,0,0,12.801221035208016,1,0,0,1,0,0,0,0,0,0
595,75.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,13.443018320440967,1,0,0,1,0,0,0,0,0,0
596,77.0,5,28,5,1,5.0,0,0,0,0,0,0,0,0,11.592817392046173,1,0,0,1,0,0,0,0,0,0
597,80.0,317,28,8,17,42.76470588235294,0,0,0,0,0,0,1,0,12.86576903487564,0,0,1,1,0,0,0,0,0,0
598,82.0,300,28,50,29,55.3448275862069,1,0,1,0,0,0,1,0,13.970557692998323,1,0,0,1,0,0,0,0,0,0
599,90.0,100,28,8,12,52.416666666666664,0,0,1,0,0,0,0,1,13.575595904634241,1,0,0,1,0,0,0,0,0,0
600,90.0,250,28,23,10,71.6,0,0,1,0,0,0,0,0,12.871699594550629,1,0,0,1,0,0,0,0,0,0
601,5000.0,50000,24,50000,1,50000.0,0,0,0,0,0,0,0,0,15.560799645246298,1,0,0,1,0,0,0,0,0,0
602,5000.0,15000,24,5000,18,3800.277777777778,0,0,1,0,0,0,0,1,15.064065542443258,0,0,1,1,0,0,0,0,0,0
603,5000.0,5800,24,1000,9,1611.111111111111,0,0,0,0,0,0,0,0,15.145481891506044,0,0,1,1,0,0,0,0,0,0
604,1000.0,1300,24,1000,15,710.3333333333334,0,1,1,0,0,1,0,0,15.544122538120897,0,0,1,0,0,1,0,0,0,0
605,1000.0,17500,24,100,16,2579.125,0,0,0,0,0,0,0,0,15.330468765654155,0,0,1,1,0,0,0,0,0,0
606,500.0,500,24,500,11,354.54545454545456,0,0,0,1,1,0,0,0,14.717701959779331,1,0,0,1,0,0,0,0,0,0
607,500.0,500,24,500,7,428.57142857142856,0,1,1,0,1,1,0,1,14.218393000527726,0,0,1,1,0,0,0,0,0,0
608,500.0,1150,24,100,14,451.85714285714283,1,1,1,0,0,0,0,0,14.34293131757995,0,0,1,1,0,0,0,0,0,0
609,250.0,1600,24,25,17,341.47058823529414,0,0,1,0,1,1,1,1,14.715508479920773,0,0,1,1,0,0,0,0,0,0
610,250.0,625,24,625,17,285.05882352941177,1,1,1,0,0,0,0,0,13.751433796865792,1,0,0,1,0,0,0,0,0,0
611,100.0,1554,24,25,29,290.9655172413793,1,1,1,0,0,0,1,1,16.18795449405027,0,0,1,1,0,0,0,0,0,0
612,100.0,122,24,15,25,56.08,1,0,1,0,0,0,1,0,14.613456396369502,1,0,0,1,0,0,0,0,0,0
613,100.0,125,24,50,14,58.92857142857143,0,0,1,0,0,0,1,0,14.154881446574556,0,0,1,1,0,0,0,0,0,0
614,100.0,500,24,500,1,500.0,0,0,0,0,0,0,0,0,13.657586936201183,0,0,1,1,0,0,0,0,0,0
615,100.0,100,14,50,7,65.14285714285714,0,0,0,0,0,1,0,0,13.016287050058878,0,0,1,1,0,0,0,0,0,0
616,100.0,50,14,8,3,21.0,0,0,0,0,0,0,0,0,13.319402760351899,0,0,1,1,0,0,0,0,0,0
617,100.0,100,46,1,7,60.911428570747375,0,0,0,0,0,0,0,0,13.739548098079888,0,0,1,1,0,0,0,0,0,0
618,100.0,50,42,15,6,30.0,0,0,0,0,0,0,0,0,13.237076817781036,0,0,1,1,0,0,0,0,0,0
619,100.0,100,42,100,11,23.727272727272727,1,0,0,0,0,0,0,0,13.654646728620511,1,0,0,1,0,0,0,0,0,0
620,100.0,25,8,25,2,25.0,0,0,0,0,0,0,0,0,12.96629652956585,1,0,0,1,0,0,0,0,0,0
621,100.0,20,22,10,3,11.0,0,0,0,0,0,0,0,0,13.276222014591287,1,0,0,1,0,0,0,0,0,0
622,100.0,5,11,5,1,5.0,0,0,0,0,0,0,0,0,11.365156048173471,0,1,0,1,0,0,0,0,0,0
623,100.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.489871758639005,1,0,0,1,0,0,0,0,0,0
624,100.0,5,24,5,1,5.0,0,0,0,0,0,0,0,0,11.541075508386575,0,1,0,1,0,0,0,0,0,0
625,100.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.491558815228338,0,1,0,1,0,0,0,0,0,0
626,100.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.492396173717736,1,0,0,1,0,0,0,0,0,0
627,100.0,5,7,5,1,5.0,0,0,0,0,0,0,0,0,11.316886249848027,0,0,1,1,0,0,0,0,0,0
628,110.0,50,7,9,10,35.7,0,1,1,0,0,0,1,0,14.184178201146795,0,0,1,1,0,0,0,0,0,0
629,110.0,1500,7,25,15,184.33333333333334,0,0,1,0,0,0,1,0,13.302674581459348,0,0,1,1,0,0,0,0,0,0
630,110.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,12.701024952139873,0,0,1,1,0,0,0,0,0,0
631,120.0,30,51,25,4,27.5,0,0,1,0,1,0,0,0,13.237969823785733,0,1,0,0,1,0,0,0,0,0
632,125.0,35,51,35,1,35.0,0,0,0,0,0,0,1,0,14.110711294290743,0,0,1,1,0,0,0,0,0,0
633,125.0,150,51,100,4,112.5,0,0,0,0,0,0,1,0,14.928322223299718,1,0,0,0,0,1,0,0,0,0
